article, year, half, quartile
1260, 13, 1, 2
1261, 13, 1, 2
1262, 13, 1, 2
1263, 13, 1, 2
1264, 13, 1, 2
1265, 13, 1, 2
1266, 13, 1, 2
1267, 13, 1, 2
1268, 13, 1, 2
1269, 13, 1, 2
1270, 13, 1, 2
1271, 13, 1, 2
1272, 13, 1, 2
1273, 13, 1, 2
1274, 13, 1, 2
1275, 13, 1, 2
1276, 13, 1, 2
1277, 13, 1, 2
1278, 13, 1, 2
1279, 13, 1, 2
1280, 13, 1, 2
1281, 13, 1, 2
1282, 13, 1, 2
1283, 13, 1, 2
1284, 13, 1, 2
1285, 13, 1, 2
1286, 13, 1, 2
1287, 13, 1, 2
1288, 13, 1, 2
1289, 13, 1, 2
1290, 13, 1, 2
1291, 13, 1, 2
1292, 13, 1, 2
1293, 13, 1, 2
1294, 13, 1, 2
1295, 13, 1, 2
1296, 13, 1, 2
1297, 13, 1, 2
1298, 13, 1, 2
1299, 13, 1, 2
1300, 13, 1, 2
1301, 13, 1, 2
1302, 13, 1, 2
1303, 13, 1, 2
1304, 13, 1, 2
1305, 13, 1, 2
1306, 13, 1, 2
1307, 13, 1, 2
1308, 13, 1, 2
1310, 13, 1, 2
1311, 13, 1, 2
1312, 13, 1, 2
1313, 13, 1, 2
1314, 13, 1, 2
1315, 13, 1, 2
1316, 13, 1, 2
1317, 13, 1, 2
1318, 13, 1, 2
1319, 13, 1, 2
1320, 13, 1, 2
1321, 13, 1, 2
1323, 13, 1, 2
1324, 13, 1, 2
1325, 13, 1, 2
1326, 13, 1, 2
1327, 13, 1, 2
1328, 13, 1, 2
1329, 13, 1, 2
1330, 13, 1, 2
1331, 13, 1, 2
1332, 13, 1, 2
1333, 13, 1, 2
1334, 13, 1, 2
1335, 13, 1, 2
1336, 13, 1, 2
1337, 13, 1, 2
1338, 13, 1, 2
1339, 13, 1, 2
1340, 13, 1, 2
1341, 13, 1, 2
1342, 13, 1, 2
1343, 13, 1, 2
1344, 13, 1, 2
1345, 13, 1, 2
1346, 13, 1, 2
1347, 13, 1, 2
1348, 13, 1, 2
1349, 13, 1, 2
1350, 13, 1, 2
1351, 13, 1, 2
1352, 13, 1, 2
1353, 13, 1, 2
1354, 13, 1, 2
1355, 13, 1, 2
1356, 13, 1, 2
1357, 13, 1, 2
1358, 13, 1, 2
1359, 13, 1, 2
1360, 13, 1, 2
1361, 13, 1, 2
1362, 13, 1, 2
1363, 13, 1, 2
1364, 13, 1, 2
1365, 13, 1, 2
1366, 13, 1, 2
1367, 13, 1, 2
1368, 13, 1, 2
1369, 13, 1, 2
1370, 13, 1, 2
1371, 13, 1, 2
1372, 13, 1, 2
1373, 13, 1, 2
1374, 13, 1, 2
1375, 13, 1, 2
1376, 13, 1, 2
1377, 13, 1, 2
1378, 13, 1, 2
1379, 13, 1, 2
1380, 13, 1, 2
1381, 13, 1, 2
1382, 13, 1, 2
1383, 13, 1, 2
1384, 13, 1, 2
1385, 13, 1, 2
1386, 13, 1, 2
1387, 13, 1, 2
1388, 13, 1, 2
1389, 13, 1, 2
1390, 13, 1, 2
1391, 13, 1, 2
1392, 13, 1, 2
1393, 13, 1, 2
1394, 13, 1, 2
1395, 13, 1, 2
1396, 13, 1, 2
1397, 13, 1, 2
1398, 13, 1, 2
1399, 13, 1, 2
1400, 13, 1, 2
1401, 13, 1, 2
1402, 13, 1, 2
1403, 13, 1, 2
1404, 13, 1, 2
1405, 13, 1, 2
1406, 13, 1, 2
1407, 13, 1, 2
1408, 13, 1, 2
1409, 13, 1, 2
1410, 13, 1, 2
1412, 13, 1, 2
1413, 13, 1, 2
1414, 13, 1, 2
1415, 13, 1, 2
1416, 13, 1, 2
1417, 13, 1, 2
1418, 13, 1, 2
1419, 13, 1, 2
1420, 13, 1, 2
1421, 13, 1, 2
1422, 13, 1, 2
1423, 13, 1, 2
1424, 13, 1, 2
1425, 13, 1, 2
1426, 13, 1, 2
1427, 13, 1, 2
1428, 13, 1, 2
1429, 13, 1, 2
1430, 13, 1, 2
1431, 13, 1, 2
1432, 13, 1, 2
1433, 13, 1, 2
1434, 13, 1, 2
1435, 13, 1, 2
1436, 13, 1, 2
1437, 13, 1, 2
1438, 13, 1, 2
1439, 13, 1, 2
1440, 13, 1, 2
1441, 13, 1, 2
1442, 13, 1, 2
1443, 13, 1, 2
1444, 13, 1, 2
1445, 13, 1, 2
1446, 13, 1, 2
1447, 13, 1, 2
1448, 13, 1, 2
1449, 13, 1, 2
1450, 13, 1, 2
1451, 13, 1, 2
1452, 13, 1, 2
1453, 13, 1, 2
1454, 13, 1, 2
1455, 13, 1, 2
1456, 13, 1, 2
1457, 13, 1, 2
1458, 13, 1, 2
1459, 13, 1, 2
1460, 13, 1, 2
1461, 13, 1, 2
1462, 13, 1, 2
1463, 13, 1, 2
1464, 13, 1, 2
1465, 13, 1, 2
1466, 13, 1, 2
1467, 13, 1, 2
1468, 13, 1, 2
1469, 13, 1, 2
1470, 13, 1, 2
1471, 13, 1, 2
1472, 13, 1, 2
1473, 13, 1, 2
1474, 13, 1, 2
1475, 13, 1, 2
1476, 13, 1, 2
1477, 13, 1, 2
1478, 13, 1, 2
1479, 13, 1, 2
1480, 13, 1, 2
1481, 13, 1, 2
1482, 13, 1, 2
1483, 13, 1, 2
1484, 13, 1, 2
1485, 13, 1, 2
1486, 13, 1, 2
1487, 13, 1, 2
1489, 13, 1, 2
1490, 13, 1, 2
1491, 13, 1, 2
1492, 13, 1, 2
1493, 13, 1, 2
1494, 13, 1, 2
1495, 13, 1, 2
1496, 13, 1, 2
1497, 13, 1, 2
1498, 13, 1, 2
1499, 13, 1, 2
1500, 13, 1, 2
1501, 13, 1, 2
1502, 13, 1, 2
1503, 13, 1, 2
1504, 13, 1, 2
1505, 13, 1, 2
1506, 13, 1, 2
1507, 13, 1, 2
1508, 13, 1, 2
1509, 13, 1, 2
1510, 13, 1, 2
1511, 13, 1, 2
1512, 13, 1, 2
1513, 13, 1, 2
1514, 13, 1, 2
1515, 13, 1, 2
1516, 13, 1, 2
1517, 13, 1, 2
1518, 13, 1, 2
1519, 13, 1, 2
1520, 13, 1, 2
1521, 13, 1, 2
1522, 13, 1, 2
1523, 13, 1, 2
1524, 13, 1, 2
1525, 13, 1, 2
1526, 13, 1, 2
1527, 13, 1, 2
1529, 13, 1, 2
1530, 13, 1, 2
1531, 13, 1, 2
1532, 13, 1, 2
1533, 13, 1, 2
1534, 13, 1, 2
1535, 13, 1, 2
1536, 13, 1, 2
1537, 13, 1, 2
1538, 13, 1, 2
1539, 13, 1, 2
1540, 13, 1, 2
1541, 13, 1, 2
1542, 13, 1, 2
1543, 13, 1, 2
1544, 13, 1, 2
1545, 13, 1, 2
1546, 13, 1, 2
1547, 13, 1, 2
1548, 13, 1, 2
1549, 13, 1, 2
1550, 13, 1, 2
1551, 13, 1, 2
1552, 13, 1, 2
1553, 13, 1, 2
1554, 13, 1, 2
1555, 13, 1, 2
1556, 13, 1, 2
1557, 13, 1, 2
1558, 13, 1, 2
1559, 13, 1, 2
1560, 13, 1, 2
1561, 13, 1, 2
1562, 13, 1, 2
1563, 13, 1, 2
1564, 13, 1, 2
1565, 13, 1, 2
1566, 13, 1, 2
1567, 13, 1, 2
1568, 13, 1, 2
1569, 13, 1, 2
1570, 13, 1, 2
1571, 13, 1, 2
1572, 13, 1, 2
1573, 13, 1, 2
1574, 13, 1, 2
1575, 13, 1, 2
1576, 13, 1, 2
1577, 13, 1, 2
1578, 13, 1, 2
1579, 13, 1, 2
1580, 13, 1, 2
1581, 13, 1, 2
1582, 13, 1, 2
1583, 13, 1, 2
1584, 13, 1, 2
1585, 13, 1, 2
1586, 13, 1, 2
1587, 13, 1, 2
1588, 13, 1, 2
1589, 13, 1, 2
1590, 13, 1, 2
1591, 13, 1, 2
1592, 13, 1, 2
1593, 13, 1, 2
1594, 13, 1, 2
1595, 13, 1, 2
1596, 13, 1, 2
1597, 13, 1, 2
1598, 13, 1, 2
1599, 13, 1, 2
1600, 13, 1, 2
1601, 13, 1, 2
1602, 13, 1, 2
1603, 13, 1, 2
1604, 13, 1, 2
1605, 13, 1, 2
1606, 13, 1, 2
1607, 13, 1, 2
1608, 13, 1, 2
1609, 13, 1, 2
1610, 13, 1, 2
1611, 13, 1, 2
1612, 13, 1, 2
1613, 13, 1, 2
1614, 13, 1, 2
1615, 13, 1, 2
1616, 13, 1, 2
1617, 13, 1, 2
1618, 13, 1, 2
1620, 13, 1, 2
1621, 13, 1, 2
1622, 13, 1, 2
1623, 13, 1, 2
1624, 13, 1, 2
1625, 13, 1, 2
1626, 13, 1, 2
1627, 13, 1, 2
1628, 13, 1, 2
1629, 13, 1, 2
1630, 13, 1, 2
1631, 13, 1, 2
1632, 13, 1, 2
1633, 13, 1, 2
1634, 13, 1, 2
1635, 13, 1, 2
1636, 13, 1, 2
1637, 13, 1, 2
1638, 13, 1, 2
1639, 13, 1, 2
1640, 13, 1, 2
1641, 13, 1, 2
1642, 13, 1, 2
1643, 13, 1, 2
1644, 13, 1, 2
1645, 13, 1, 2
1646, 13, 1, 2
1647, 13, 1, 2
1648, 13, 1, 2
1649, 13, 1, 2
1650, 13, 1, 2
1651, 13, 1, 2
1652, 13, 1, 2
1653, 13, 1, 2
1654, 13, 1, 2
1655, 13, 1, 2
1656, 13, 1, 2
1657, 13, 1, 2
1658, 13, 1, 2
1659, 13, 1, 2
1660, 13, 1, 2
1661, 13, 1, 2
1662, 13, 1, 2
1663, 13, 1, 2
1664, 13, 1, 2
1665, 13, 1, 2
1666, 13, 1, 2
1667, 13, 1, 2
1668, 13, 1, 2
1669, 13, 1, 2
1670, 13, 1, 2
1671, 13, 1, 2
1672, 13, 1, 2
1673, 13, 1, 2
1674, 13, 1, 2
1675, 13, 1, 2
1676, 13, 1, 2
1677, 13, 1, 2
1678, 13, 1, 2
1679, 13, 1, 2
1680, 13, 1, 2
1681, 13, 1, 2
1682, 13, 1, 2
1683, 13, 1, 2
1684, 13, 1, 2
1685, 13, 1, 2
1686, 13, 1, 2
1687, 13, 1, 2
1688, 13, 1, 2
1689, 13, 1, 2
1690, 13, 1, 2
1691, 13, 1, 2
1692, 13, 1, 2
1693, 13, 1, 2
1694, 13, 1, 2
1695, 13, 1, 2
1696, 13, 1, 2
1697, 13, 1, 2
1698, 13, 1, 2
1699, 13, 1, 2
1700, 13, 1, 2
1701, 13, 1, 2
1702, 13, 1, 2
1703, 13, 1, 2
1704, 13, 1, 2
1705, 13, 1, 2
1706, 13, 1, 2
1707, 13, 1, 2
1708, 13, 1, 2
1709, 13, 1, 2
1712, 13, 1, 2
1713, 13, 1, 2
1714, 13, 1, 2
1715, 13, 1, 2
1716, 13, 1, 2
1717, 13, 1, 2
1718, 13, 1, 2
1719, 13, 1, 2
1720, 13, 1, 2
1721, 13, 1, 2
1722, 13, 1, 2
1723, 13, 1, 2
1724, 13, 1, 2
1725, 13, 1, 2
1726, 13, 1, 2
1727, 13, 1, 2
1728, 13, 1, 2
1729, 13, 1, 2
1730, 13, 1, 2
1731, 13, 1, 2
1732, 13, 1, 2
1733, 13, 1, 2
1734, 13, 1, 2
1735, 13, 1, 2
1736, 13, 1, 2
1737, 13, 1, 2
1738, 13, 1, 2
1739, 13, 1, 2
1740, 13, 1, 2
1741, 13, 1, 2
1742, 13, 1, 2
1743, 13, 1, 2
1744, 13, 1, 2
1745, 13, 1, 2
1746, 13, 1, 2
1747, 13, 1, 2
1748, 13, 1, 2
1749, 13, 1, 2
1750, 13, 1, 2
1751, 13, 1, 2
1752, 13, 2, 3
1753, 13, 2, 3
1754, 13, 2, 3
1755, 13, 2, 3
1756, 13, 2, 3
1757, 13, 2, 3
1758, 13, 2, 3
1759, 13, 2, 3
1760, 13, 2, 3
1761, 13, 2, 3
1763, 13, 2, 3
1764, 13, 2, 3
1765, 13, 2, 3
1766, 13, 2, 3
1767, 13, 2, 3
1768, 13, 2, 3
1769, 13, 2, 3
1770, 13, 2, 3
1771, 13, 2, 3
1772, 13, 2, 3
1773, 13, 2, 3
1774, 13, 2, 3
1775, 13, 2, 3
1776, 13, 2, 3
1777, 13, 2, 3
1779, 13, 2, 3
1780, 13, 2, 3
1781, 13, 2, 3
1782, 13, 2, 3
1783, 13, 2, 3
1784, 13, 2, 3
1785, 13, 2, 3
1786, 13, 2, 3
1787, 13, 2, 3
1788, 13, 2, 3
1789, 13, 2, 3
1790, 13, 2, 3
1791, 13, 2, 3
1792, 13, 2, 3
1793, 13, 2, 3
1794, 13, 2, 3
1795, 13, 2, 3
1796, 13, 2, 3
1797, 13, 2, 3
1798, 13, 2, 3
1799, 13, 2, 3
1800, 13, 2, 3
1801, 13, 2, 3
1802, 13, 2, 3
1803, 13, 2, 3
1804, 13, 2, 3
1805, 13, 2, 3
1806, 13, 2, 3
1807, 13, 2, 3
1808, 13, 2, 3
1809, 13, 2, 3
1810, 13, 2, 3
1811, 13, 2, 3
1812, 13, 2, 3
1813, 13, 2, 3
1814, 13, 2, 3
1815, 13, 2, 3
1816, 13, 2, 3
1817, 13, 2, 3
1818, 13, 2, 3
1819, 13, 2, 3
1820, 13, 2, 3
1821, 13, 2, 3
1822, 13, 2, 3
1823, 13, 2, 3
1824, 13, 2, 3
1825, 13, 2, 3
1826, 13, 2, 3
1827, 13, 2, 3
1828, 13, 2, 3
1829, 13, 2, 3
1830, 13, 2, 3
1831, 13, 2, 3
1832, 13, 2, 3
1833, 13, 2, 3
1834, 13, 2, 3
1835, 13, 2, 3
1836, 13, 2, 3
1837, 13, 2, 3
1838, 13, 2, 3
1840, 13, 2, 3
1841, 13, 2, 3
1842, 13, 2, 3
1843, 13, 2, 3
1844, 13, 2, 3
1845, 13, 2, 3
1846, 13, 2, 3
1847, 13, 2, 3
1848, 13, 2, 3
1849, 13, 2, 3
1850, 13, 2, 3
1851, 13, 2, 3
1852, 13, 2, 3
1853, 13, 2, 3
1854, 13, 2, 3
1855, 13, 2, 3
1856, 13, 2, 3
1857, 13, 2, 3
1858, 13, 2, 3
1859, 13, 2, 3
1860, 13, 2, 3
1861, 13, 2, 3
1862, 13, 2, 3
1863, 13, 2, 3
1864, 13, 2, 3
1865, 13, 2, 3
1866, 13, 2, 3
1867, 13, 2, 3
1868, 13, 2, 3
1869, 13, 2, 3
1870, 13, 2, 3
1871, 13, 2, 3
1872, 13, 2, 3
1873, 13, 2, 3
1874, 13, 2, 3
1875, 13, 2, 3
1876, 13, 2, 3
1877, 13, 2, 3
1878, 13, 2, 3
1879, 13, 2, 3
1880, 13, 2, 3
1881, 13, 2, 3
1882, 13, 2, 3
1883, 13, 2, 3
1884, 13, 2, 3
1885, 13, 2, 3
1886, 13, 2, 3
1888, 13, 2, 3
1890, 13, 2, 3
1891, 13, 2, 3
1892, 13, 2, 3
1893, 13, 2, 3
1894, 13, 2, 3
1895, 13, 2, 3
1896, 13, 2, 3
1897, 13, 2, 3
1898, 13, 2, 3
1899, 13, 2, 3
1900, 13, 2, 3
1901, 13, 2, 3
1902, 13, 2, 3
1903, 13, 2, 3
1904, 13, 2, 3
1905, 13, 2, 3
1906, 13, 2, 3
1907, 13, 2, 3
1908, 13, 2, 3
1909, 13, 2, 3
1910, 13, 2, 3
1911, 13, 2, 3
1912, 13, 2, 3
1913, 13, 2, 3
1914, 13, 2, 3
1915, 13, 2, 3
1916, 13, 2, 3
1917, 13, 2, 3
1918, 13, 2, 3
1919, 13, 2, 3
1920, 13, 2, 3
1921, 13, 2, 3
1922, 13, 2, 3
1923, 13, 2, 3
1924, 13, 2, 3
1925, 13, 2, 3
1926, 13, 2, 3
1928, 13, 2, 3
1929, 13, 2, 3
1930, 13, 2, 3
1931, 13, 2, 3
1932, 13, 2, 3
1933, 13, 2, 3
1934, 13, 2, 3
1935, 13, 2, 3
1936, 13, 2, 3
1937, 13, 2, 3
1938, 13, 2, 3
1939, 13, 2, 3
1940, 13, 2, 3
1941, 13, 2, 3
1942, 13, 2, 3
1943, 13, 2, 3
1944, 13, 2, 3
1945, 13, 2, 3
1946, 13, 2, 3
1947, 13, 2, 3
1948, 13, 2, 3
1949, 13, 2, 3
1950, 13, 2, 3
1951, 13, 2, 3
1952, 13, 2, 3
1953, 13, 2, 3
1954, 13, 2, 3
1955, 13, 2, 3
1956, 13, 2, 3
1957, 13, 2, 3
1958, 13, 2, 3
1959, 13, 2, 3
1960, 13, 2, 3
1961, 13, 2, 3
1962, 13, 2, 3
1963, 13, 2, 3
1964, 13, 2, 3
1965, 13, 2, 3
1966, 13, 2, 3
1967, 13, 2, 3
1968, 13, 2, 3
1969, 13, 2, 3
1970, 13, 2, 3
1971, 13, 2, 3
1972, 13, 2, 3
1973, 13, 2, 3
1974, 13, 2, 3
1975, 13, 2, 3
1976, 13, 2, 3
1977, 13, 2, 3
1978, 13, 2, 3
1979, 13, 2, 3
1980, 13, 2, 3
1981, 13, 2, 3
1982, 13, 2, 3
1983, 13, 2, 3
1984, 13, 2, 3
1985, 13, 2, 3
1986, 13, 2, 3
1987, 13, 2, 3
1988, 13, 2, 3
1989, 13, 2, 3
1990, 13, 2, 3
1991, 13, 2, 3
1992, 13, 2, 3
1993, 13, 2, 3
1994, 13, 2, 3
1995, 13, 2, 3
1996, 13, 2, 3
1997, 13, 2, 3
1998, 13, 2, 3
1999, 13, 2, 3
2000, 13, 2, 3
2001, 13, 2, 3
2002, 13, 2, 3
2003, 13, 2, 3
2004, 13, 2, 3
2005, 13, 2, 3
2006, 13, 2, 3
2007, 13, 2, 3
2008, 13, 2, 3
2009, 13, 2, 3
2010, 13, 2, 3
2011, 13, 2, 3
2012, 13, 2, 3
2013, 13, 2, 3
2014, 13, 2, 3
2015, 13, 2, 3
2016, 13, 2, 3
2017, 13, 2, 3
2018, 13, 2, 3
2019, 13, 2, 3
2020, 13, 2, 3
2021, 13, 2, 3
2022, 13, 2, 3
2023, 13, 2, 3
2024, 13, 2, 3
2025, 13, 2, 3
2026, 13, 2, 3
2027, 13, 2, 3
2028, 13, 2, 3
2029, 13, 2, 3
2030, 13, 2, 3
2031, 13, 2, 3
2032, 13, 2, 3
2033, 13, 2, 3
2034, 13, 2, 3
2035, 13, 2, 3
2036, 13, 2, 3
2037, 13, 2, 3
2038, 13, 2, 3
2039, 13, 2, 3
2040, 13, 2, 3
2041, 13, 2, 3
2042, 13, 2, 3
2043, 13, 2, 3
2044, 13, 2, 3
2045, 13, 2, 3
2046, 13, 2, 3
2047, 13, 2, 3
2048, 13, 2, 3
2049, 13, 2, 3
2050, 13, 2, 3
2051, 13, 2, 3
2052, 13, 2, 3
2053, 13, 2, 3
2054, 13, 2, 3
2055, 13, 2, 3
2056, 13, 2, 3
2057, 13, 2, 3
2058, 13, 2, 3
2059, 13, 2, 3
2060, 13, 2, 3
2061, 13, 2, 3
2062, 13, 2, 3
2063, 13, 2, 3
2064, 13, 2, 3
2065, 13, 2, 3
2066, 13, 2, 3
2067, 13, 2, 3
2068, 13, 2, 3
2069, 13, 2, 3
2070, 13, 2, 3
2071, 13, 2, 3
2072, 13, 2, 3
2073, 13, 2, 3
2074, 13, 2, 3
2075, 13, 2, 3
2076, 13, 2, 3
2077, 13, 2, 3
2078, 13, 2, 3
2079, 13, 2, 3
2080, 13, 2, 3
2081, 13, 2, 3
2082, 13, 2, 3
2083, 13, 2, 3
2084, 13, 2, 3
2085, 13, 2, 3
2086, 13, 2, 3
2087, 13, 2, 3
2088, 13, 2, 3
2089, 13, 2, 3
2090, 13, 2, 3
2091, 13, 2, 3
2092, 13, 2, 3
2093, 13, 2, 3
2094, 13, 2, 3
2095, 13, 2, 3
2096, 13, 2, 3
2097, 13, 2, 3
2098, 13, 2, 3
2099, 13, 2, 3
2100, 13, 2, 3
2101, 13, 2, 3
2102, 13, 2, 3
2103, 13, 2, 3
2104, 13, 2, 3
2105, 13, 2, 3
2106, 13, 2, 3
2107, 13, 2, 3
2108, 13, 2, 3
2109, 13, 2, 3
2110, 13, 2, 3
2111, 13, 2, 3
2112, 13, 2, 3
2113, 13, 2, 3
2114, 13, 2, 3
2115, 13, 2, 3
2116, 13, 2, 3
2117, 13, 2, 3
2118, 13, 2, 3
2119, 13, 2, 3
2120, 13, 2, 3
2121, 13, 2, 3
2122, 13, 2, 3
2123, 13, 2, 3
2124, 13, 2, 3
2125, 13, 2, 3
2126, 13, 2, 3
2127, 13, 2, 3
2128, 13, 2, 3
2129, 13, 2, 3
2130, 13, 2, 3
2131, 13, 2, 3
2132, 13, 2, 3
2133, 13, 2, 3
2135, 13, 2, 3
2136, 13, 2, 3
2137, 13, 2, 3
2138, 13, 2, 3
2139, 13, 2, 3
2140, 13, 2, 3
2141, 13, 2, 3
2142, 13, 2, 3
2143, 13, 2, 3
2144, 13, 2, 3
2145, 13, 2, 3
2146, 13, 2, 3
2147, 13, 2, 3
2148, 13, 2, 3
2149, 13, 2, 3
2150, 13, 2, 3
2151, 13, 2, 3
2152, 13, 2, 3
2153, 13, 2, 3
2154, 13, 2, 3
2155, 13, 2, 3
2156, 13, 2, 3
2157, 13, 2, 3
2158, 13, 2, 3
2159, 13, 2, 3
2160, 13, 2, 3
2161, 13, 2, 3
2162, 13, 2, 3
2163, 13, 2, 3
2164, 13, 2, 3
2165, 13, 2, 3
2166, 13, 2, 3
2167, 13, 2, 3
2168, 13, 2, 3
2169, 13, 2, 3
2170, 13, 2, 3
2171, 13, 2, 3
2172, 13, 2, 3
2173, 13, 2, 3
2174, 13, 2, 3
2175, 13, 2, 3
2176, 13, 2, 3
2177, 13, 2, 3
2178, 13, 2, 3
2179, 13, 2, 3
2180, 13, 2, 3
2181, 13, 2, 3
2182, 13, 2, 3
2183, 13, 2, 3
2184, 13, 2, 3
2185, 13, 2, 3
2186, 13, 2, 3
2187, 13, 2, 3
2188, 13, 2, 3
2189, 13, 2, 3
2190, 13, 2, 3
2191, 13, 2, 3
2192, 13, 2, 3
2193, 13, 2, 3
2194, 13, 2, 3
2195, 13, 2, 3
2196, 13, 2, 3
2197, 13, 2, 3
2198, 13, 2, 3
2199, 13, 2, 3
2200, 13, 2, 3
2201, 13, 2, 3
2202, 13, 2, 3
2203, 13, 2, 3
2204, 13, 2, 3
2205, 13, 2, 3
2206, 13, 2, 3
2207, 13, 2, 3
2208, 13, 2, 3
2209, 13, 2, 3
2210, 13, 2, 3
2211, 13, 2, 3
2212, 13, 2, 3
2213, 13, 2, 3
2214, 13, 2, 3
2215, 13, 2, 3
2216, 13, 2, 3
2217, 13, 2, 3
2218, 13, 2, 3
2219, 13, 2, 3
2220, 13, 2, 3
2221, 13, 2, 3
2222, 13, 2, 3
2223, 13, 2, 3
2224, 13, 2, 3
2225, 13, 2, 3
2226, 13, 2, 3
2227, 13, 2, 3
2228, 13, 2, 3
2229, 13, 2, 3
2230, 13, 2, 3
2231, 13, 2, 3
2232, 13, 2, 3
2233, 13, 2, 3
2234, 13, 2, 3
2235, 13, 2, 3
2236, 13, 2, 3
2237, 13, 2, 3
2238, 13, 2, 3
2239, 13, 2, 3
2240, 13, 2, 3
2241, 13, 2, 3
2242, 13, 2, 3
2243, 13, 2, 3
2244, 13, 2, 3
2245, 13, 2, 3
2246, 13, 2, 3
2247, 13, 2, 3
2248, 13, 2, 3
2249, 13, 2, 3
2250, 13, 2, 3
2251, 13, 2, 3
2252, 13, 2, 3
2253, 13, 2, 3
2254, 13, 2, 3
2255, 13, 2, 3
2256, 13, 2, 3
2257, 13, 2, 3
2258, 13, 2, 3
2259, 13, 2, 3
2260, 13, 2, 3
2261, 13, 2, 3
2262, 13, 2, 3
2263, 13, 2, 3
2264, 13, 2, 3
2265, 13, 2, 3
2266, 13, 2, 3
2267, 13, 2, 3
2268, 13, 2, 3
2269, 13, 2, 3
2270, 13, 2, 3
2271, 13, 2, 3
2272, 13, 2, 3
2273, 13, 2, 3
2274, 13, 2, 3
2275, 13, 2, 3
2276, 13, 2, 3
2277, 13, 2, 3
2278, 13, 2, 3
2279, 13, 2, 3
2280, 13, 2, 3
2281, 13, 2, 3
2282, 13, 2, 3
2283, 13, 2, 3
2284, 13, 2, 3
2285, 13, 2, 3
2286, 13, 2, 3
2287, 13, 2, 3
2288, 13, 2, 3
2289, 13, 2, 3
2290, 13, 2, 3
2291, 13, 2, 3
2292, 13, 2, 3
2293, 13, 2, 3
2294, 13, 2, 3
2295, 13, 2, 3
2296, 13, 2, 3
2297, 13, 2, 3
2298, 13, 2, 3
2299, 13, 2, 3
2300, 13, 2, 3
2301, 13, 2, 3
2302, 13, 2, 3
2303, 13, 2, 3
2304, 13, 2, 3
2305, 13, 2, 3
2306, 13, 2, 3
2307, 13, 2, 3
2308, 13, 2, 3
2309, 13, 2, 3
2310, 13, 2, 3
2311, 13, 2, 3
2312, 13, 2, 3
2313, 13, 2, 3
2314, 13, 2, 3
2315, 13, 2, 3
2316, 13, 2, 3
2317, 13, 2, 3
2319, 13, 2, 3
2320, 13, 2, 3
2322, 13, 2, 3
2323, 13, 2, 3
2324, 13, 2, 3
2325, 13, 2, 3
2326, 13, 2, 3
2327, 13, 2, 3
2328, 13, 2, 3
2329, 13, 2, 3
2330, 13, 2, 3
2331, 13, 2, 3
2332, 13, 2, 3
2333, 13, 2, 3
2334, 13, 2, 3
2335, 13, 2, 3
2336, 13, 2, 3
2337, 13, 2, 3
2338, 13, 2, 3
2339, 13, 2, 3
2340, 13, 2, 3
2341, 13, 2, 3
2342, 13, 2, 3
2343, 13, 2, 3
2344, 13, 2, 3
2345, 13, 2, 3
2346, 13, 2, 3
2347, 13, 2, 3
2348, 13, 2, 3
2349, 13, 2, 3
2350, 13, 2, 3
2351, 13, 2, 3
2352, 13, 2, 3
2353, 13, 2, 3
2354, 13, 2, 3
2355, 13, 2, 3
2356, 13, 2, 3
2357, 13, 2, 3
2358, 13, 2, 3
2359, 13, 2, 3
2360, 13, 2, 3
2361, 13, 2, 3
2362, 13, 2, 3
2363, 13, 2, 3
2364, 13, 2, 3
2365, 13, 2, 3
2366, 13, 2, 3
2367, 13, 2, 3
2368, 13, 2, 3
2369, 13, 2, 3
2370, 13, 2, 3
2371, 13, 2, 3
2372, 13, 2, 3
2373, 13, 2, 3
2374, 13, 2, 3
2375, 13, 2, 3
2376, 13, 2, 3
2377, 13, 2, 3
2378, 13, 2, 3
2379, 13, 2, 3
2380, 13, 2, 3
2381, 13, 2, 3
2382, 13, 2, 3
2383, 13, 2, 3
2384, 13, 2, 3
2385, 13, 2, 3
2386, 13, 2, 3
2387, 13, 2, 3
2388, 13, 2, 3
2389, 13, 2, 3
2390, 13, 2, 3
2391, 13, 2, 3
2392, 13, 2, 3
2393, 13, 2, 3
2394, 13, 2, 3
2395, 13, 2, 3
2396, 13, 2, 3
2397, 13, 2, 3
2398, 13, 2, 3
2399, 13, 2, 3
2400, 13, 2, 3
2401, 13, 2, 3
2402, 13, 2, 3
2403, 13, 2, 3
2404, 13, 2, 3
2405, 13, 2, 3
2406, 13, 2, 3
2407, 13, 2, 3
2408, 13, 2, 3
2409, 13, 2, 3
2410, 13, 2, 3
2411, 13, 2, 3
2412, 13, 2, 3
2413, 13, 2, 3
2414, 13, 2, 3
2415, 13, 2, 3
2416, 13, 2, 3
2417, 13, 2, 3
2418, 13, 2, 3
2419, 13, 2, 3
2420, 13, 2, 3
2421, 13, 2, 3
2422, 13, 2, 3
2423, 13, 2, 3
2424, 13, 2, 3
2425, 13, 2, 3
2426, 13, 2, 3
2427, 13, 2, 3
2428, 13, 2, 3
2429, 13, 2, 3
2430, 13, 2, 3
2431, 13, 2, 3
2432, 13, 2, 3
2433, 13, 2, 3
2434, 13, 2, 3
2435, 13, 2, 3
2436, 13, 2, 3
2437, 13, 2, 3
2438, 13, 2, 3
2439, 13, 2, 3
2440, 13, 2, 3
2441, 13, 2, 3
